诗编号,作者,卷编号,篇名,题材特征,末句韵部
33186,曹邺,卷592_61,故人寄茶（一作李德裕诗）,1413031,21
33187,曹邺,卷593_1,东武吟,2103111,35
33188,曹邺,卷593_2,蓟北门行（一本作出自蓟北门行）,101020,65
33189,曹邺,卷593_3,金井怨,1100001,52
33190,曹邺,卷593_4,姑苏台,1122032,8
33191,曹邺,卷593_5,夜坐有怀,1302020,21
33192,曹邺,卷593_6,寄监察从兄,1122214,22
33193,曹邺,卷593_7,乐府体,0,7
33194,曹邺,卷593_8,弃妇,20001,3
33195,曹邺,卷593_9,读李斯传,1010001,90
33196,曹邺,卷593_10,文宗陵,2200221,94
33197,曹邺,卷593_11,偶怀,1110100,22
33198,曹邺,卷593_12,代罗敷诮使君,434223,7
33199,曹邺,卷593_13,怨歌行,2420002,5
33200,曹邺,卷593_14,南征怨,1110312,48
33201,曹邺,卷593_15,和潘安仁金谷集,2111012,20
33202,曹邺,卷593_16,不可见,410000,10
33203,曹邺,卷593_17,秦后作,9112231,101
33204,曹邺,卷593_18,薄命妾,1000001,62
33205,曹邺,卷593_19,放歌行,30101,33
33206,曹邺,卷593_20,江西送人,644313,19
33207,曹邺,卷593_21,始皇陵下作,1011121,36
33208,曹邺,卷593_22,洛原西望,22040,33
33209,曹邺,卷593_23,赵城怀古,1310013,20
33210,曹邺,卷593_24,代班姬,2400112,9
33211,曹邺,卷593_25,庭草,100011,0
33212,曹邺,卷593_26,过白起墓,2001000,7
33213,曹邺,卷593_27,对酒,1110003,50
33214,曹邺,卷593_28,续幽愤,1213332,97
33215,曹邺,卷593_29,古词,700013,19
33216,曹邺,卷593_30,和谢豫章从宋公戏马台送孔令谢病,12314,7
33217,曹邺,卷593_31,送进士李殷下第游汾河,1355033,22
33218,曹邺,卷593_32,相思极（一作长相思）,300000,10
33219,曹邺,卷593_33,代谢玄晖新亭送范零陵,100401,3
33220,曹邺,卷593_34,山中效陶,5606,33
33221,曹邺,卷593_35,城南野居寄知己,11020,10
33222,曹邺,卷593_36,古莫买妾行,2,12
33223,曹邺,卷593_37,霁后作（齐梁体）,1201103,26
33224,曹邺,卷593_38,田家效陶,10013,67
33225,曹邺,卷593_39,寄贾驰先辈,2101112,7
33226,曹邺,卷593_40,送友人入塞,112201,67
33227,曹邺,卷593_41,寄阳朔友人,101011,9
33228,曹邺,卷593_42,题广福岩,0,101
33229,曹邺,卷593_43,送曾德迈归宁宜春,1012303,4
33230,曹邺,卷593_44,送郑谷归宜春,110010,19
33231,曹邺,卷593_45,老圃堂（一作薛能诗）,200000,5
33232,储嗣宗,卷594_1,登芜城,200010,3
33233,储嗣宗,卷594_2,沧浪峡（一作储光羲诗）,2000000,10
33234,储嗣宗,卷594_3,垓城,1002101,4
33235,储嗣宗,卷594_4,南陂远望,1100004,21
33236,储嗣宗,卷594_5,宿玉箫宫,1301021,0
33237,储嗣宗,卷594_6,晚眺徐州延福寺,212203,10
33238,储嗣宗,卷594_7,宿甘棠馆,1102312,26
33239,储嗣宗,卷594_8,和茅山高拾遗忆山中杂题五首•山泉,1200001,9
33240,储嗣宗,卷594_9,和茅山高拾遗忆山中杂题五首•巢鹤,2000000,4
33241,储嗣宗,卷594_10,和茅山高拾遗忆山中杂题五首•胡山,312012,22
33242,储嗣宗,卷594_11,和茅山高拾遗忆山中杂题五首•小楼,1301101,23
33243,储嗣宗,卷594_12,和茅山高拾遗忆山中杂题五首•山邻,2202203,3
33244,储嗣宗,卷594_13,送道士,1101010,26
33245,储嗣宗,卷594_14,宿山馆,312224,3
33246,储嗣宗,卷594_15,入浮石山,1220102,10
33247,储嗣宗,卷594_16,送人归故园,21001,4
33248,储嗣宗,卷594_17,得越中书,341212,5
33249,储嗣宗,卷594_18,秋墅,1201103,4
33250,储嗣宗,卷594_19,哭彭先生,2323112,21
33251,储嗣宗,卷594_20,和顾非熊先生题茅山处士闲居,111305,12
33252,储嗣宗,卷594_21,长安怀古,1343133,3
33253,储嗣宗,卷594_22,过王右丞书堂二首（1）,1211213,0
33254,储嗣宗,卷594_22,过王右丞书堂二首（2）,1112,3
33255,储嗣宗,卷594_23,孤雁,2623201,25
33256,储嗣宗,卷594_24,赠隐者,412113,10
33257,储嗣宗,卷594_25,早春怀薛公裕,201101,6
33258,储嗣宗,卷594_26,村月,1201013,26
33259,储嗣宗,卷594_27,早春,2101102,3
33260,储嗣宗,卷594_28,送友人游吴,423215,26
33261,储嗣宗,卷594_29,赠别,1242211,3
33262,储嗣宗,卷594_30,经故人旧居,403132,10
33263,储嗣宗,卷594_31,随边使过五原,1012000,10
33264,储嗣宗,卷594_32,春怀寄秣陵知友,1134222,14
33265,储嗣宗,卷594_33,宋州月夜感怀,302222,4
33266,储嗣宗,卷594_34,吴宫,211142,19
33267,储嗣宗,卷594_35,春游望仙谷,201217,10
33268,储嗣宗,卷594_36,圣女祠,3202313,21
33269,储嗣宗,卷594_37,宿范水,242311,15
33270,储嗣宗,卷594_38,送顾陶校书归钱塘,121112,3
33271,储嗣宗,卷594_39,题云阳高少府衙斋,301202,9
33272,于武陵,卷595_1,早春山行,230202,4
33273,于武陵,卷595_2,宿友生林居因怀贾区,130000,26
33274,于武陵,卷595_3,赠卖松人,312001,10
33275,于武陵,卷595_4,友人南游不回因而有寄,1311113,4
33276,于武陵,卷595_5,送酂县董明府之任,2130002,10
33277,于武陵,卷595_6,山上树,201101,10
33278,于武陵,卷595_7,长信宫二首（1）,1401030,5
33279,于武陵,卷595_7,长信宫二首（2）,1301011,10
33280,于武陵,卷595_8,洛阳道,1122102,10
33281,于武陵,卷595_9,东门路,1001011,26
33282,于武陵,卷595_10,江楼春望,333412,14
33283,于武陵,卷595_11,洛中晴望,2100002,12
33284,于武陵,卷595_12,西归,132202,14
33285,于武陵,卷595_13,南游,411314,9
33286,于武陵,卷595_14,南游有感,110301,10
33287,于武陵,卷595_15,夜泊湘江,221211,25
33288,于武陵,卷595_16,客中,1110211,4
33289,于武陵,卷595_17,夜寻僧不遇（一作夜寻僧，僧游山未归）,214312,14
33290,于武陵,卷595_18,访道者不遇（一作访僧不遇）,1110000,4
33291,于武陵,卷595_19,赠王隐者山居（一作赠隐者）,112302,11
33292,于武陵,卷595_20,寄北客,326131,9
33293,于武陵,卷595_21,寄友人,2010000,1
33294,于武陵,卷595_22,夜与故人别,123232,1
33295,于武陵,卷595_23,别故人,131100,0
33296,于武陵,卷595_24,送客东归,110000,19
33297,于武陵,卷595_25,过侯王故第,120000,12
33298,于武陵,卷595_26,孤云,122111,14
33299,于武陵,卷595_27,远水,220202,25
33300,于武陵,卷595_28,咏蝉（一作客中闻早蝉）,210310,25
33301,于武陵,卷595_29,感情,11101,19
33302,于武陵,卷595_30,早春日山居寄城郭知己,3312001,26
33303,于武陵,卷595_31,劝酒,1220001,3
33304,于武陵,卷595_32,感怀（一作感情，以下一本俱作于邺诗）,20102,19
33305,于武陵,卷595_33,友人亭松,203111,0
33306,于武陵,卷595_34,游中梁山,0,26
33307,于武陵,卷595_35,寻山,101203,10
33308,于武陵,卷595_36,宿江口,411212,3
33309,于武陵,卷595_37,秋夜达萧关,114221,14
33310,于武陵,卷595_38,斜谷道,120020,19
33311,于武陵,卷595_39,过百牢关贻舟中者,12323,14
33312,于武陵,卷595_40,客中览镜,103,3
33313,于武陵,卷595_41,长安逢隐者,112102,10
33314,于武陵,卷595_42,与僧话旧,12203,13
33315,于武陵,卷595_43,赠王道士,1100000,10
33316,于武陵,卷595_44,匣中琴,0,26
33317,于武陵,卷595_45,过洛阳城,1322132,22
33318,于武陵,卷595_46,望月（一作客中月）,1020202,16
33319,于武陵,卷595_47,王将军宅夜听歌,1312121,3
33320,于武陵,卷595_48,长信宫,211131,22
33321,于武陵,卷595_49,高楼,212011,25
33322,司马扎,卷596_1,感古,2312112,90
33323,司马扎,卷596_2,赠王道士,212313,33
33324,司马扎,卷596_3,古思,602313,9
33325,司马扎,卷596_4,猎客,3522013,21
33326,司马扎,卷596_5,送进士苗纵归紫逻山居,1312111,52
33327,司马扎,卷596_6,卖花者,1910018,67
33328,司马扎,卷596_7,弹琴,101111,11
33329,司马扎,卷596_8,古边卒思归,1225022,22
33330,司马扎,卷596_9,美刘太保,2110310,65
33331,司马扎,卷596_10,蚕女,100004,3
33332,司马扎,卷596_11,效陶彭泽,1101102,48
33333,司马扎,卷596_12,锄草怨,210115,89
33334,司马扎,卷596_13,山中晚兴寄裴侍御,1221203,22
33335,司马扎,卷596_14,筑台,1346092,22
33336,司马扎,卷596_15,道中早发,1433123,30
33337,司马扎,卷596_16,沧浪峡,404415,65
33338,司马扎,卷596_17,感萤,1200001,48
33339,司马扎,卷596_18,自渭南晚次华州,2263121,25
33340,司马扎,卷596_19,近别,52101,3
33341,司马扎,卷596_20,江上秋夕,232210,25
33342,司马扎,卷596_21,送归客,1121103,4
33343,司马扎,卷596_22,东门晚望,110101,11
33344,司马扎,卷596_23,上巳日曲江有感,200512,15
33345,司马扎,卷596_24,宿寿安甘棠馆,2123212,21
33346,司马扎,卷596_25,送友人下第东游,101111,10
33347,司马扎,卷596_26,山斋会别,1222113,3
33348,司马扎,卷596_27,晓过伊水寄龙门僧,1142313,21
33349,司马扎,卷596_28,送孔恂入洛,2373225,19
33350,司马扎,卷596_29,观郊礼,1000020,4
33351,司马扎,卷596_30,宫怨,622011,25
33352,司马扎,卷596_31,南徐夕眺,344111,15
33353,司马扎,卷596_32,题清上人,101302,14
33354,司马扎,卷596_33,涂中寄薛中裕,1112112,3
33355,司马扎,卷596_34,白马津阻雨,331120,0
33356,司马扎,卷596_35,秋日怀储嗣宗,212210,9
33357,司马扎,卷596_36,夜听李山人弹琴,201110,22
33358,司马扎,卷596_37,隐者,111103,4
33359,司马扎,卷596_38,登河中鹳雀楼,344122,10
33360,司马扎,卷596_39,漾陂晚望,1112222,21
33361,徐商,卷597_1,贺襄阳副使节判同加章绶,121001,10
33362,徐商,卷597_2,句,200,0
33363,高璩,卷597_3,和薛逢赠别,231101,25
33364,高璩,卷597_4,句,0,10
33365,高湘,卷597_5,和李尚书命妓饯崔侍御,110000,22
33366,高湘,卷597_6,句,100002,20
33367,崔安潜,卷597_7,报何泽,1100000,12
33368,裴铏,卷597_8,题文翁石室,100201,23
33369,刘损,卷597_9,愤惋诗三首（一作刘禹锡诗，题作怀妓）（1）,1001202,15
33370,刘损,卷597_9,愤惋诗三首（一作刘禹锡诗，题作怀妓）（2）,1102201,26
33371,刘损,卷597_9,愤惋诗三首（一作刘禹锡诗，题作怀妓）（3）,1512011,13
33372,郑愚,卷597_10,幼作,33311,25
33373,郑愚,卷597_11,茶诗,101002,22
33374,霍总,卷597_12,郡楼望九华歌,6321001,9
33375,霍总,卷597_13,塞下曲,101000,4
33376,霍总,卷597_14,关山月,1100012,21
33377,霍总,卷597_15,骢马,1000,18
33378,霍总,卷597_16,雉朝飞,100000,3
33379,霍总,卷597_17,木芙蓉,100301,5
33380,霍总,卷597_18,采莲女,20200,3
33381,陈琡,卷597_19,别僧（一作留别兰若僧）,1030000,90
33382,裴虔馀,卷597_20,早春残雪,1000201,13
33383,裴虔馀,卷597_21,柳枝词咏篙水溅妓衣,2110101,4
33384,李嵘,卷597_22,献淮南师（一作献李仆射）,1012112,24
33385,袁郊,卷597_23,月,100010,13
33386,袁郊,卷597_24,霜,101101,21
33387,袁郊,卷597_25,露,1000002,16
33388,袁郊,卷597_26,云,2101020,26
33389,张丛,卷597_27,游东观山,223211,14
33390,冯衮,卷597_28,掷卢作,3001010,10
33391,冯衮,卷597_29,戏酒妓,1100103,20
33392,郑綮,卷597_30,老僧,3111,3
33393,郑綮,卷597_31,题卢州郡斋,1000000,22
33394,郑綮,卷597_32,别郡后寄席中三兰（三妓并以兰为名）,10101,0
33395,温庭皓,卷597_33,观山灯献徐尚书（1）,1121010,21
33396,温庭皓,卷597_33,观山灯献徐尚书（2）,213112,15
33397,温庭皓,卷597_33,观山灯献徐尚书（3）,111101,4
33398,温庭皓,卷597_34,梅,2304121,9
33399,高骈,卷598_1,言怀,1001000,13
33400,高骈,卷598_2,寄鄠杜李遂良处士,333222,21
33401,高骈,卷598_3,和王昭符进士赠洞庭赵先生,2302113,23
33402,高骈,卷598_4,依韵奉酬李迪,211011,5
33403,高骈,卷598_5,留别彰德军从事范校书,1222130,10
33404,高骈,卷598_6,途次内黄马病，寄僧舍呈诸友人,1220001,25
33405,高骈,卷598_7,遣兴,112010,11
33406,高骈,卷598_8,南海神祠,10000,18
33407,高骈,卷598_9,送春,200102,7
33408,高骈,卷598_10,海翻,1101,12
33409,高骈,卷598_11,筇竹杖寄僧,102211,94
33410,高骈,卷598_12,遣兴,1010001,5
33411,高骈,卷598_13,叹征人,10000,10
33412,高骈,卷598_14,湘妃庙,201,14
33413,高骈,卷598_15,赴安南却寄台司,12101,14
33414,高骈,卷598_16,闺怨,201111,4
33415,高骈,卷598_17,马嵬驿,1010100,10
33416,高骈,卷598_18,宴犒蕃军有感,200011,89
33417,高骈,卷598_19,寓怀,1013101,16
33418,高骈,卷598_20,步虚词,1100000,62
33419,高骈,卷598_21,赠歌者二首（1）,1320112,3
33420,高骈,卷598_21,赠歌者二首（2）,1223111,25
33421,高骈,卷598_22,入蜀,101202,4
33422,高骈,卷598_23,边城听角,301201,25
33423,高骈,卷598_24,渭川秋望寄右军王特进,1010010,15
33424,高骈,卷598_25,山亭夏日,2212111,21
33425,高骈,卷598_26,蜀路感怀,101212,25
33426,高骈,卷598_27,残春遣兴,401001,10
33427,高骈,卷598_28,春日招宾,340004,23
33428,高骈,卷598_29,过天威径,0,15
33429,高骈,卷598_30,对花呈幕中,200001,3
33430,高骈,卷598_31,寄题罗浮别业,1101201,10
33431,高骈,卷598_32,塞上曲二首（1）,12000,10
33432,高骈,卷598_32,塞上曲二首（2）,102010,11
33433,高骈,卷598_33,广陵宴次戏简幕宾,232012,10
33434,高骈,卷598_34,安南送曹别敕归朝,200101,25
33435,高骈,卷598_35,对雪,311101,3
33436,高骈,卷598_36,访隐者不遇,1101112,9
33437,高骈,卷598_37,赴西川途经虢县作,1203000,11
33438,高骈,卷598_38,锦城写望,311112,25
33439,高骈,卷598_39,太公庙,1202,10
33440,高骈,卷598_40,边方春兴,1133103,1
33441,高骈,卷598_41,塞上寄家兄,1000,4
33442,高骈,卷598_42,写怀二首（1）,211121,25
33443,高骈,卷598_42,写怀二首（2）,231113,3
33444,高骈,卷598_43,池上送春,310102,26
33445,高骈,卷598_44,南征叙怀,1000,12
33446,高骈,卷598_45,风筝（一作题风筝寄意）,110010,0
33447,高骈,卷598_46,平流园席上,1101101,21
33448,高骈,卷598_47,闻河中王铎加都统,3000000,15
33449,高骈,卷598_48,句（1）,10000,3
33450,高骈,卷598_48,句（2）,200010,6
33451,高骈,卷598_48,句（3）,1,21
33452,高骈,卷598_48,句（4）,200001,40
33453,于濆,卷599_1,青楼曲,1211001,48
33454,于濆,卷599_2,塞下曲,212101,12
33455,于濆,卷599_3,山村晓思,113315,35
33456,于濆,卷599_4,马嵬驿,400012,99
33457,于濆,卷599_5,苦辛吟,200011,4
33458,于濆,卷599_6,野蚕,11,4
33459,于濆,卷599_7,秦原览古,4112042,90
33460,于濆,卷599_8,古宴曲,1421111,101
33461,于濆,卷599_9,南越谣,233212,15
33462,于濆,卷599_10,述己叹,10,11
33463,于濆,卷599_11,辽阳行,2202000,65
33464,于濆,卷599_12,旅馆秋思,221012,26
33465,于濆,卷599_13,长城,3030,36
33466,于濆,卷599_14,田翁叹,1110007,20
33467,于濆,卷599_15,沙场夜,233233,97
33468,于濆,卷599_16,里中女,2300103,26
33469,于濆,卷599_17,寒食,201015,21
33470,于濆,卷599_18,边游录戍卒言,2101010,98
33471,于濆,卷599_19,古征战,1101212,22
33472,于濆,卷599_20,山村叟,111002,12
33473,于濆,卷599_21,戍客南归,132221,21
33474,于濆,卷599_22,经馆娃宫,201140,65
33475,于濆,卷599_23,村居晏起,212204,14
33476,于濆,卷599_24,感怀,1001202,21
33477,于濆,卷599_25,金谷感怀,1121010,99
33478,于濆,卷599_26,恨从军,2110000,4
33479,于濆,卷599_27,烧金曲,1221001,15
33480,于濆,卷599_28,子从军,1000,101
33481,于濆,卷599_29,越溪女,2402213,75
33482,于濆,卷599_30,巫山高,202212,21
33483,于濆,卷599_31,织素谣,10000,100
33484,于濆,卷599_32,拟古讽,2300113,62
33485,于濆,卷599_33,赠太行开路者,31102,15
33486,于濆,卷599_34,戍卒伤春,2426111,97
33487,于濆,卷599_35,富农诗,300104,36
33488,于濆,卷599_36,早发,1102121,73
33489,于濆,卷599_37,季夏逢朝客,1001203,48
33490,于濆,卷599_38,陇头水,2211101,97
33491,于濆,卷599_39,古别离（1）,1511000,4
33492,于濆,卷599_39,古别离（2）,2324002,10
33493,于濆,卷599_40,拟古意,100011,3
33494,于濆,卷599_41,陇头吟,101,62
33495,于濆,卷599_42,思归引,200002,66
33496,于濆,卷599_43,秦富人,1000201,33
33497,于濆,卷599_44,对花（一作武瓘诗，题云感事）,300002,4
33498,于濆,卷599_45,宫怨,923243,54
33499,牛徵,卷600_1,登越王楼即事,233302,22
33500,伊璠,卷600_2,及第后寄梁烛处士,1301212,20
33501,萧遘,卷600_3,春诗,223414,9
33502,萧遘,卷600_4,和王侍中谒张恶子庙,1012131,22
33503,萧遘,卷600_5,成都,201211,19
33504,萧遘,卷600_6,句,1,62
33505,韦承贻,卷600_7,策试夜潜纪长句于都堂西南隅（后首一作薛能诗）（1）,3101111,9
33506,韦承贻,卷600_7,策试夜潜纪长句于都堂西南隅（后首一作薛能诗）（2）,201020,22
33507,郑洪业,卷600_8,诏放云南子弟还国,2002120,12
33508,孙纬,卷600_9,中秋夜思郑延美有作,1212020,22
33509,欧阳玭,卷600_10,清晓卷帘,1200101,26
33510,欧阳玭,卷600_11,巴陵,224122,12
33511,欧阳玭,卷600_12,榆溪道上,1213212,7
33512,欧阳玭,卷600_13,新岭临眺寄连总进士,321012,11
33513,欧阳玭,卷600_14,幽轩,512202,14
33514,张演,卷600_15,社日村居（一作王驾诗）,101306,4
33515,裴澈,卷600_16,吊孟昌图,101221,22
33516,翁绶,卷600_17,婕妤怨,1622222,25
33517,翁绶,卷600_18,陇头吟,323514,21
33518,翁绶,卷600_19,关山月,1516121,25
33519,翁绶,卷600_20,雨雪曲,2215201,25
33520,翁绶,卷600_21,行路难,133020,19
33521,翁绶,卷600_22,折杨柳,3476113,19
33522,翁绶,卷600_23,咏酒,543001,25
33523,翁绶,卷600_24,白马,3122002,0
33524,翁绶,卷600_25,句,111,0
33525,潘纬,卷600_26,中秋月,1211020,22
33526,潘纬,卷600_27,琴,102212,26
33527,潘纬,卷600_28,句,100000,13
33528,武瓘,卷600_29,九日卫使君筵上作,1221204,21
33529,武瓘,卷600_30,劝酒,1220001,3
33530,武瓘,卷600_31,感事（一作于濆诗，题云对花）,300002,4
33531,袁皓,卷600_32,重归宜春偶成十六韵寄朝中知己,4120305,7
33532,袁皓,卷600_33,及第后作,5120200,10
33533,袁皓,卷600_34,重归宜春经过萍川题梵林寺,1010201,19
33534,袁皓,卷600_35,寄岳阳严使君,1140000,21
33535,公乘亿,卷600_36,赋得郎官上应列宿,1202030,21
33536,公乘亿,卷600_37,春风扇微和,4432021,10
33537,公乘亿,卷600_38,赋得秋菊有佳色,1311205,20
33538,公乘亿,卷600_39,赋得临江迟来客,302401,26
33539,公乘亿,卷600_40,句,1,10
33540,王季文,卷600_41,九华山谣,7222406,21
33541,王季文,卷600_42,青出蓝,1000102,23
33542,卢骈,卷600_43,题青龙精舍,1000000,15
33543,王镣,卷600_44,感事,0,26
33544,李拯,卷600_45,退朝望终南山,1112101,13
33545,顾封人,卷600_46,月中桂树,344112,0
33546,司马都,卷600_47,和陆鲁望白菊,1111103,9
33547,司马都,卷600_48,送羊振文先辈往桂阳归觐,121012,26
33548,李昌符,卷601_1,书边事（一作边行书事，一作塞上行）,3103001,19
33549,李昌符,卷601_2,远归别墅（一作秋晚归故居）,20011,19
33550,李昌符,卷601_3,题友人屋,100202,6
33551,李昌符,卷601_4,赠同游,311203,20
33552,李昌符,卷601_5,送人出塞,323100,7
33553,李昌符,卷601_6,寻僧元皎因赠,202212,3
33554,李昌符,卷601_7,下第后蒙侍郎示意指于新先辈宣恩感谢,1000000,3
33555,李昌符,卷601_8,夜泊渭津,324222,15
33556,李昌符,卷601_9,晚夏逢友人,1110100,15
33557,李昌符,卷601_10,秋中夜坐,2201010,4
33558,李昌符,卷601_11,旅游伤春,321102,0
33559,李昌符,卷601_12,得远书,200301,9
33560,李昌符,卷601_13,赠同席,141012,4
33561,李昌符,卷601_14,赠供奉僧玄观,200000,13
33562,李昌符,卷601_15,送琴客,221020,15
33563,李昌符,卷601_16,别谪者,1301011,3
33564,李昌符,卷601_17,行思,311010,0
33565,李昌符,卷601_18,感怀题从舅宅,2310012,0
33566,李昌符,卷601_19,与友人会,120101,13
33567,李昌符,卷601_20,赠春游侣,310000,21
33568,李昌符,卷601_21,送人游边,222010,15
33569,李昌符,卷601_22,寄栖白上人,100000,11
33570,李昌符,卷601_23,送人入新罗使,2200011,16
33571,李昌符,卷601_24,咏铁马鞭,1003020,15
33572,李昌符,卷601_25,送友人,251301,3
33573,李昌符,卷601_26,南潭,1011101,9
33574,李昌符,卷601_27,秋夜作,200010,9
33575,李昌符,卷601_28,客恨,11001,5
33576,李昌符,卷601_29,三月尽日,200101,4
33577,李昌符,卷601_30,绿珠咏,2211003,20
33578,李昌符,卷601_31,赠别,1130300,25
33579,李昌符,卷601_32,闷书,200100,15
33580,李昌符,卷601_33,伤春,300001,4
33581,李昌符,卷601_34,登临洮望萧关,11000,3
33582,汪遵,卷602_1,彭泽,424203,14
33583,汪遵,卷602_2,杜邮馆,1010,25
33584,汪遵,卷602_3,细腰宫,100110,16
33585,汪遵,卷602_4,瑶台,1401030,25
33586,汪遵,卷602_5,吴坂,0,3
33587,汪遵,卷602_6,箕山,0,10
33588,汪遵,卷602_7,息国,100012,12
33589,汪遵,卷602_8,梁寺,112050,0
33590,汪遵,卷602_9,南阳,1000000,1
33591,汪遵,卷602_10,杞梁墓,11010,9
33592,汪遵,卷602_11,夷门,11010,14
33593,汪遵,卷602_12,汴河,2342221,25
33594,汪遵,卷602_13,燕台,312021,22
33595,汪遵,卷602_14,聊城,2,15
33596,汪遵,卷602_15,西河,1100102,10
33597,汪遵,卷602_16,密县,0,13
33598,汪遵,卷602_17,升仙桥,111011,22
33599,汪遵,卷602_18,破陈,100002,20
33600,汪遵,卷602_19,白头吟,0,22
33601,汪遵,卷602_20,短歌吟,210001,7
33602,汪遵,卷602_21,晋河,10100,18
33603,汪遵,卷602_22,干将墓,1002404,11
33604,汪遵,卷602_23,金谷,201010,19
33605,汪遵,卷602_24,三闾庙,10000,18
33606,汪遵,卷602_25,易水,1000010,22
33607,汪遵,卷602_26,严陵台,1101,23
33608,汪遵,卷602_27,淮阴,1000010,12
33609,汪遵,卷602_28,鸡鸣曲,1111002,7
33610,汪遵,卷602_29,采桑妇,1300001,21
33611,汪遵,卷602_30,渔父,101010,0
33612,汪遵,卷602_31,越女,111010,20
33613,汪遵,卷602_32,望思台,11011,10
33614,汪遵,卷602_33,比干墓,1010111,15
33615,汪遵,卷602_34,郢中,111000,22
33616,汪遵,卷602_35,北海,1101010,25
33617,汪遵,卷602_36,招屈亭,111010,21
33618,汪遵,卷602_37,屈祠,101010,21
33619,汪遵,卷602_38,铜雀台,1212040,0
33620,汪遵,卷602_39,斑竹祠,100000,12
33621,汪遵,卷602_40,题李太尉平泉庄,101102,15
33622,汪遵,卷602_41,战城南,101000,25
33623,汪遵,卷602_42,延平津,1000001,25
33624,汪遵,卷602_43,项亭,1001101,22
33625,汪遵,卷602_44,乌江,1000100,4
33626,汪遵,卷602_45,绿珠,421003,25
33627,汪遵,卷602_46,升仙桥,1010,11
33628,汪遵,卷602_47,隋柳,1000100,6
33629,汪遵,卷602_48,杨柳,323010,0
33630,汪遵,卷602_49,桐江,102220,22
33631,汪遵,卷602_50,招隐,110000,11
33632,汪遵,卷602_51,陈宫,111143,3
33633,汪遵,卷602_52,樊将军庙,104030,22
33634,汪遵,卷602_53,东海,121111,13
33635,汪遵,卷602_54,昭君,5011,22
33636,汪遵,卷602_55,五湖,120,0
33637,汪遵,卷602_56,渑池,10,18
33638,汪遵,卷602_57,函谷关,1011000,9
33639,汪遵,卷602_58,咏酒二首（1）,10011,19
33640,汪遵,卷602_58,咏酒二首（2）,300300,9
33641,汪遵,卷602_59,苍颉台,1010,24
33642,汪遵,卷602_60,长城,11020,18
33643,许棠,卷603_1,过洞庭湖,11101,14
33644,许棠,卷603_2,登渭南县楼,12010,13
33645,许棠,卷603_3,送李频之南陵主簿,1020000,21
33646,许棠,卷603_4,写怀,111000,10
33647,许棠,卷603_5,过中条山,110100,1
33648,许棠,卷603_6,早发洛中,1201010,16
33649,许棠,卷603_7,汝州郡楼望嵩山,113213,0
33650,许棠,卷603_8,将归江南留别友人,321121,4
33651,许棠,卷603_9,塞外书事,2100,15
33652,许棠,卷603_10,日暮江上,120000,1
33653,许棠,卷603_11,客行,131204,0
33654,许棠,卷603_12,送李员外知扬子州留务,1021201,15
33655,许棠,卷603_13,春暮途次华山下,2131010,13
33656,许棠,卷603_14,旅次滑台投献陆侍御,112120,10
33657,许棠,卷603_15,重归江南,1123322,21
33658,许棠,卷603_16,寄黔南李校书,211211,19
33659,许棠,卷603_17,东归留辞沈侍郎,1210100,3
33660,许棠,卷603_18,题开明里友人居,113426,3
33661,许棠,卷603_19,遣怀,200010,25
33662,许棠,卷603_20,送龙州樊使君,2000000,26
33663,许棠,卷603_21,寄盩厔薛能少府,1202,4
33664,许棠,卷603_22,送李左丞巡边,116212,14
33665,许棠,卷603_23,题青山馆（即谢公旧居）,102313,20
33666,许棠,卷603_24,雁门关野望,225111,10
33667,许棠,卷603_25,五原书事,220100,16
33668,许棠,卷603_26,送从弟归泉州,102201,0
33669,许棠,卷603_27,留别故人,1100001,13
33670,许棠,卷603_28,塞下二首（1）,1215201,14
33671,许棠,卷603_28,塞下二首（2）,115113,19
33672,许棠,卷603_29,题张乔升平里居,20101,10
33673,许棠,卷603_30,题郑拾遗南斋,1010200,11
33674,许棠,卷603_31,渭上送人南归,301201,25
33675,许棠,卷603_32,寄睦州陆郎中（一作寄陆睦州）,101111,26
33676,许棠,卷603_33,投徐端公,3102020,25
33677,许棠,卷603_34,出塞门,122101,10
33678,许棠,卷603_35,新年呈友,324020,0
33679,许棠,卷603_36,银州北书事,1021200,26
33680,许棠,卷603_37,寄赵能卿,3000100,3
33681,许棠,卷603_38,夏州道中,133110,21
33682,许棠,卷603_39,经故杨太尉旧居,2021031,0
33683,许棠,卷603_40,东归次采石江,112202,14
33684,许棠,卷603_41,陇上书事,223313,6
33685,许棠,卷603_42,陈情献江西李常侍五首（1）,211030,15
33686,许棠,卷603_42,陈情献江西李常侍五首（2）,1100000,7
33687,许棠,卷603_42,陈情献江西李常侍五首（3）,311001,10
33688,许棠,卷603_42,陈情献江西李常侍五首（4）,311020,23
33689,许棠,卷603_42,陈情献江西李常侍五首（5）,331011,13
33690,许棠,卷603_43,经八合坂,1000201,0
33691,许棠,卷603_44,送友人北游,1223402,11
33692,许棠,卷603_45,登凌歊台,1001402,16
33693,许棠,卷603_46,曲江三月三日,310011,10
33694,许棠,卷603_47,赠栖白上人,23111,14
33695,许棠,卷603_48,野步,10000,18
33696,许棠,卷603_49,过湍沟谷,1001101,21
33697,许棠,卷603_50,送友人游蜀,300100,26
33698,许棠,卷603_51,题秦州城,102121,0
33699,许棠,卷603_52,寄敬亭山清越上人,1202111,10
33700,许棠,卷603_53,秋江霁望,1233312,22
